# Highest 10000 probability pixels from Results/cumulative_reduced3Dmap-8_set_1.npz
# dec,ra,distance,weight
0.516016,5.497787,1370.000000,1.18741491e+03
0.730574,6.170986,1360.000000,1.18736918e+03
0.730574,6.170986,1360.000000,1.18736918e+03
2.193623,2.552544,1350.000000,1.18728441e+03
2.193623,2.552544,1350.000000,1.18728441e+03
0.841069,0.687223,1310.000000,1.18708205e+03
0.622368,4.843289,1340.000000,1.18705692e+03
0.730574,4.824589,1340.000000,1.18704343e+03
2.937112,4.319690,1400.000000,1.18604574e+03
0.516016,5.811946,1240.000000,1.18563243e+03
2.730455,3.337942,1280.000000,1.18535253e+03
1.654226,0.196350,1380.000000,1.18514782e+03
1.654226,0.196350,1380.000000,1.18514782e+03
2.519224,6.152286,1300.000000,1.18508492e+03
2.411019,5.497787,1190.000000,1.18486058e+03
0.730574,2.356194,1260.000000,1.18482035e+03
0.516016,3.298672,1340.000000,1.18428191e+03
0.841069,2.454369,1340.000000,1.18408938e+03
0.516016,0.157080,1200.000000,1.18402737e+03
0.516016,0.157080,1200.000000,1.18402737e+03
0.730574,4.151390,1350.000000,1.18365614e+03
2.519224,3.272492,1370.000000,1.18315825e+03
0.622368,0.392699,1310.000000,1.18304606e+03
2.519224,2.487094,1220.000000,1.18289726e+03
0.204480,3.534292,1260.000000,1.18122790e+03
2.411019,4.375790,1220.000000,1.18062615e+03
2.411019,4.151390,1320.000000,1.18019765e+03
0.307395,4.974188,1340.000000,1.18015095e+03
0.730574,5.946586,1340.000000,1.17992755e+03
2.834198,3.926991,1310.000000,1.17923439e+03
0.730574,1.009798,1240.000000,1.17899230e+03
2.411019,0.785398,1280.000000,1.17874854e+03
1.738244,0.294524,1400.000000,1.17873632e+03
0.307395,2.879793,1360.000000,1.17858348e+03
0.841069,1.276272,1220.000000,1.17854883e+03
0.841069,1.276272,1220.000000,1.17854883e+03
0.622368,6.152286,1300.000000,1.17851285e+03
0.411138,0.589049,1260.000000,1.17851105e+03
0.622368,5.628687,1400.000000,1.17842192e+03
2.300524,2.650719,1280.000000,1.17834361e+03
2.625576,2.984513,1230.000000,1.17831949e+03
2.625576,5.183628,1330.000000,1.17825814e+03
2.300524,5.399612,1380.000000,1.17775814e+03
2.625576,3.298672,1390.000000,1.17750240e+03
0.730574,0.560999,1230.000000,1.17689516e+03
0.516016,2.042035,1390.000000,1.17682659e+03
2.937112,3.534292,1330.000000,1.17668343e+03
2.519224,0.130900,1300.000000,1.17593103e+03
2.730455,2.945243,1310.000000,1.17587894e+03
0.730574,3.029393,1260.000000,1.17556515e+03
0.516016,5.811946,1230.000000,1.17465396e+03
0.411138,1.767146,1380.000000,1.17446956e+03
2.193623,5.890486,1380.000000,1.17424377e+03
2.193623,4.319690,1200.000000,1.17411379e+03
0.516016,1.413717,1290.000000,1.17403496e+03
0.307395,5.497787,1180.000000,1.17384137e+03
0.516016,4.555309,1390.000000,1.17360815e+03
2.411019,5.497787,1180.000000,1.17287673e+03
1.570796,0.883573,1390.000000,1.17248184e+03
2.519224,2.748894,1240.000000,1.17228157e+03
0.730574,2.356194,1250.000000,1.17179144e+03
2.300524,4.221515,1180.000000,1.17166727e+03
0.516016,1.727876,1360.000000,1.17159996e+03
0.411138,5.694137,1320.000000,1.17140696e+03
2.411019,0.112200,1350.000000,1.17125892e+03
0.622368,0.392699,1300.000000,1.17124514e+03
0.622368,4.057891,1360.000000,1.17111402e+03
0.622368,4.057891,1360.000000,1.17111402e+03
